source	target	exposure
eng	nso	10
tab	eng	1
grc	uig	11
tyv	lit	1
lat	hun	539
ori	rus	1
grc	wmt	1
deu	tat	4
lav	ita	6
vie	mkd	1
axm	eng	2
grc	apz	1
gcf	deu	2
zho	slk	31
ron	rus	459
glg	ast	25
kik	ita	1
deu	tuk	5
grc	lef	3
run	fra	3
zho	eng	1946
pol	ces	1008
heb	ntm	7
afr	ita	2
deu	ilk	1
nap	spa	2
yrk	ukr	2
grc	syb	1
nld	mol	4
kaz	tgk	4
fra	est	1166
bre	spa	1
lao	deu	3
eng	tgk	20
grc	cym	15
heb	gmh	1
nog	eng	1
tel	ell	1
jpn	ast	1
cab	eng	1
hun	nld	146
enm	hbs	1
nld	swe	562
eng	fra	149788
jpn	ces	116
akk	ron	1
eus	glg	48
dan	som	35
pro	spa	11
uig	kaz	12
oge	deu	1
smj	eng	1
grc	wiu	1
mkd	fra	49
deu	kat	94
ast	glg	12
bod	slv	2
mns	est	3
kir	slk	3
eng	mmn	1
pus	kat	2
dan	cym	6
tur	uzb	7
tel	new	1
grc	hdy	3
ukr	kat	28
enm	spa	15
ara	oci	1
ita	fin	763
kan	ara	2
nld	slv	215
grc	dyi	1
slk	dan	2
heb	chv	2
non	fao	4
lit	sin	2
chg	kaz	2
ara	lat	12
bod	ces	28
nor	lit	124
nor	hin	1
sme	smj	5
pol	swe	196
heb	slm	1
fra	udl	1
pro	ita	8
spa	mon	5
spa	dan	742
deu	swg	5
eng	ukr	450
pcm	fra	2
fra	oci	160
ces	ron	93
ell	ara	18
kir	eng	16
zho	ron	74
sag	fra	1
hun	zho	64
yid	nld	38
hin	ces	7
arc	ara	1
ara	eus	9
ben	kan	22
kat	vie	1
hbs	ell	85
heb	ang	1
lis	zho	1
aze	est	10
kbd	mol	1
sme	rus	2
pol	slv	142
