Final_Code	Final_Name	Status	Partner_Agency	639_3	639_2	639_2_B	639_1	Common_Twitter_Wiki_Code	Twitter_CLD_Only_Code	Wiki_Only_Code	Reference_Name	Element_Scope	Language_Type	Documentation
pun	Pubian	R	SIL	pun							Pubian	I	L	
puo	Puoc	A	SIL	puo							Puoc	I	L	SIL
pup	Pulabu	A	SIL	pup							Pulabu	I	L	SIL
puq	Puquina	A	LL	puq							Puquina	I	E	
pur	Puruborá	A	SIL	pur							Puruborá	I	L	SIL
pus	Pushto	A	SIL	pbt							Southern Pashto	I	L	SIL
pus	Pushto	A	SIL	pbu							Northern Pashto	I	L	SIL
pus	Pushto	A	SIL	pst							Central Pashto	I	L	SIL
pus	Pushto	A	JAC	pus	pus		ps	ps			Pushto	M	L	
put	Putoh	A	SIL	put							Putoh	I	L	SIL
puu	Punu	A	SIL	puu							Punu	I	L	SIL
puw	Puluwatese	A	SIL	puw							Puluwatese	I	L	SIL
pux	Puare	A	SIL	pux							Puare	I	L	SIL
puy	Purisimeño	A	SIL	puy							Purisimeño	I	E	SIL
puz	Purum Naga	A	SIL	puz							Purum Naga	I	L	SIL
pwa	Pawaia	A	SIL	pwa							Pawaia	I	L	SIL
pwb	Panawa	A	SIL	pwb							Panawa	I	L	SIL
pwg	Gapapaiwa	A	SIL	pwg							Gapapaiwa	I	L	SIL
pwm	Molbog	A	SIL	pwm							Molbog	I	L	SIL
pwn	Paiwan	A	SIL	pwn							Paiwan	I	L	SIL
pwo	Pwo Western Karen	A	SIL	pwo							Pwo Western Karen	I	L	SIL
pwr	Powari	A	SIL	pwr							Powari	I	L	SIL
pww	Pwo Northern Karen	A	SIL	pww							Pwo Northern Karen	I	L	SIL
pxm	Quetzaltepec Mixe	A	SIL	pxm							Quetzaltepec Mixe	I	L	SIL
pye	Pye Krumen	A	SIL	pye							Pye Krumen	I	L	SIL
pym	Fyam	A	SIL	pym							Fyam	I	L	SIL
pyn	Poyanáwa	A	SIL	pyn							Poyanáwa	I	L	SIL
pys	Paraguayan Sign Language	A	SIL	pys							Paraguayan Sign Language	I	L	
pyu	Puyuma	A	SIL	pyu							Puyuma	I	L	SIL
pyx	Pyu (Myanmar)	A	LL	pyx							Pyu (Myanmar)	I	A	
pyy	Pyen	A	SIL	pyy							Pyen	I	L	SIL
pzn	Para Naga	A	SIL	pzn							Para Naga	I	L	SIL
qaa	Reserved for local use	A	JAC	qaa	qaa						Reserved for local use	L		
qab	Reserved for local use	A	JAC	qab	qab						Reserved for local use	L		
qac	Reserved for local use	A	JAC	qac	qac						Reserved for local use	L		
qad	Reserved for local use	A	JAC	qad	qad						Reserved for local use	L		
qae	Reserved for local use	A	JAC	qae	qae						Reserved for local use	L		
qaf	Reserved for local use	A	JAC	qaf	qaf						Reserved for local use	L		
qag	Reserved for local use	A	JAC	qag	qag						Reserved for local use	L		
qah	Reserved for local use	A	JAC	qah	qah						Reserved for local use	L		
qai	Reserved for local use	A	JAC	qai	qai						Reserved for local use	L		
qaj	Reserved for local use	A	JAC	qaj	qaj						Reserved for local use	L		
qak	Reserved for local use	A	JAC	qak	qak						Reserved for local use	L		
qal	Reserved for local use	A	JAC	qal	qal						Reserved for local use	L		
qam	Reserved for local use	A	JAC	qam	qam						Reserved for local use	L		
qan	Reserved for local use	A	JAC	qan	qan						Reserved for local use	L		
qao	Reserved for local use	A	JAC	qao	qao						Reserved for local use	L		
qap	Reserved for local use	A	JAC	qap	qap						Reserved for local use	L		
qaq	Reserved for local use	A	JAC	qaq	qaq						Reserved for local use	L		
qar	Reserved for local use	A	JAC	qar	qar						Reserved for local use	L		
qas	Reserved for local use	A	JAC	qas	qas						Reserved for local use	L		
qat	Reserved for local use	A	JAC	qat	qat						Reserved for local use	L		
qau	Reserved for local use	A	JAC	qau	qau						Reserved for local use	L		
qav	Reserved for local use	A	JAC	qav	qav						Reserved for local use	L		
qaw	Reserved for local use	A	JAC	qaw	qaw						Reserved for local use	L		
qax	Reserved for local use	A	JAC	qax	qax						Reserved for local use	L		
qay	Reserved for local use	A	JAC	qay	qay						Reserved for local use	L		
qaz	Reserved for local use	A	JAC	qaz	qaz						Reserved for local use	L		
qba	Reserved for local use	A	JAC	qba	qba						Reserved for local use	L		
qbb	Reserved for local use	A	JAC	qbb	qbb						Reserved for local use	L		
qbc	Reserved for local use	A	JAC	qbc	qbc						Reserved for local use	L		
qbd	Reserved for local use	A	JAC	qbd	qbd						Reserved for local use	L		
qbe	Reserved for local use	A	JAC	qbe	qbe						Reserved for local use	L		
qbf	Reserved for local use	A	JAC	qbf	qbf						Reserved for local use	L		
qbg	Reserved for local use	A	JAC	qbg	qbg						Reserved for local use	L		
qbh	Reserved for local use	A	JAC	qbh	qbh						Reserved for local use	L		
qbi	Reserved for local use	A	JAC	qbi	qbi						Reserved for local use	L		
qbj	Reserved for local use	A	JAC	qbj	qbj						Reserved for local use	L		
qbk	Reserved for local use	A	JAC	qbk	qbk						Reserved for local use	L		
qbl	Reserved for local use	A	JAC	qbl	qbl						Reserved for local use	L		
qbm	Reserved for local use	A	JAC	qbm	qbm						Reserved for local use	L		
qbn	Reserved for local use	A	JAC	qbn	qbn						Reserved for local use	L		
qbo	Reserved for local use	A	JAC	qbo	qbo						Reserved for local use	L		
qbp	Reserved for local use	A	JAC	qbp	qbp						Reserved for local use	L		
qbq	Reserved for local use	A	JAC	qbq	qbq						Reserved for local use	L		
qbr	Reserved for local use	A	JAC	qbr	qbr						Reserved for local use	L		
qbs	Reserved for local use	A	JAC	qbs	qbs						Reserved for local use	L		
qbt	Reserved for local use	A	JAC	qbt	qbt						Reserved for local use	L		
qbu	Reserved for local use	A	JAC	qbu	qbu						Reserved for local use	L		
qbv	Reserved for local use	A	JAC	qbv	qbv						Reserved for local use	L		
qbw	Reserved for local use	A	JAC	qbw	qbw						Reserved for local use	L		
qbx	Reserved for local use	A	JAC	qbx	qbx						Reserved for local use	L		
qby	Reserved for local use	A	JAC	qby	qby						Reserved for local use	L		
qbz	Reserved for local use	A	JAC	qbz	qbz						Reserved for local use	L		
qca	Reserved for local use	A	JAC	qca	qca						Reserved for local use	L		
qcb	Reserved for local use	A	JAC	qcb	qcb						Reserved for local use	L		
qcc	Reserved for local use	A	JAC	qcc	qcc						Reserved for local use	L		
qcd	Reserved for local use	A	JAC	qcd	qcd						Reserved for local use	L		
qce	Reserved for local use	A	JAC	qce	qce						Reserved for local use	L		
qcf	Reserved for local use	A	JAC	qcf	qcf						Reserved for local use	L		
qcg	Reserved for local use	A	JAC	qcg	qcg						Reserved for local use	L		
qch	Reserved for local use	A	JAC	qch	qch						Reserved for local use	L		
qci	Reserved for local use	A	JAC	qci	qci						Reserved for local use	L		
qcj	Reserved for local use	A	JAC	qcj	qcj						Reserved for local use	L		
qck	Reserved for local use	A	JAC	qck	qck						Reserved for local use	L		
qcl	Reserved for local use	A	JAC	qcl	qcl						Reserved for local use	L		
qcm	Reserved for local use	A	JAC	qcm	qcm						Reserved for local use	L		
qcn	Reserved for local use	A	JAC	qcn	qcn						Reserved for local use	L		
qco	Reserved for local use	A	JAC	qco	qco						Reserved for local use	L		
qcp	Reserved for local use	A	JAC	qcp	qcp						Reserved for local use	L		
qcq	Reserved for local use	A	JAC	qcq	qcq						Reserved for local use	L		
qcr	Reserved for local use	A	JAC	qcr	qcr						Reserved for local use	L		
qcs	Reserved for local use	A	JAC	qcs	qcs						Reserved for local use	L		
qct	Reserved for local use	A	JAC	qct	qct						Reserved for local use	L		
qcu	Reserved for local use	A	JAC	qcu	qcu						Reserved for local use	L		
qcv	Reserved for local use	A	JAC	qcv	qcv						Reserved for local use	L		
qcw	Reserved for local use	A	JAC	qcw	qcw						Reserved for local use	L		
qcx	Reserved for local use	A	JAC	qcx	qcx						Reserved for local use	L		
qcy	Reserved for local use	A	JAC	qcy	qcy						Reserved for local use	L		
qcz	Reserved for local use	A	JAC	qcz	qcz						Reserved for local use	L		
qda	Reserved for local use	A	JAC	qda	qda						Reserved for local use	L		
qdb	Reserved for local use	A	JAC	qdb	qdb						Reserved for local use	L		
qdc	Reserved for local use	A	JAC	qdc	qdc						Reserved for local use	L		
qdd	Reserved for local use	A	JAC	qdd	qdd						Reserved for local use	L		
qde	Reserved for local use	A	JAC	qde	qde						Reserved for local use	L		
qdf	Reserved for local use	A	JAC	qdf	qdf						Reserved for local use	L		
qdg	Reserved for local use	A	JAC	qdg	qdg						Reserved for local use	L		
qdh	Reserved for local use	A	JAC	qdh	qdh						Reserved for local use	L		
qdi	Reserved for local use	A	JAC	qdi	qdi						Reserved for local use	L		
qdj	Reserved for local use	A	JAC	qdj	qdj						Reserved for local use	L		
qdk	Reserved for local use	A	JAC	qdk	qdk						Reserved for local use	L		
qdl	Reserved for local use	A	JAC	qdl	qdl						Reserved for local use	L		
qdm	Reserved for local use	A	JAC	qdm	qdm						Reserved for local use	L		
qdn	Reserved for local use	A	JAC	qdn	qdn						Reserved for local use	L		
qdo	Reserved for local use	A	JAC	qdo	qdo						Reserved for local use	L		
qdp	Reserved for local use	A	JAC	qdp	qdp						Reserved for local use	L		
qdq	Reserved for local use	A	JAC	qdq	qdq						Reserved for local use	L		
qdr	Reserved for local use	A	JAC	qdr	qdr						Reserved for local use	L		
qds	Reserved for local use	A	JAC	qds	qds						Reserved for local use	L		
qdt	Reserved for local use	A	JAC	qdt	qdt						Reserved for local use	L		
qdu	Reserved for local use	A	JAC	qdu	qdu						Reserved for local use	L		
qdv	Reserved for local use	A	JAC	qdv	qdv						Reserved for local use	L		
qdw	Reserved for local use	A	JAC	qdw	qdw						Reserved for local use	L		
qdx	Reserved for local use	A	JAC	qdx	qdx						Reserved for local use	L		
qdy	Reserved for local use	A	JAC	qdy	qdy						Reserved for local use	L		
qdz	Reserved for local use	A	JAC	qdz	qdz						Reserved for local use	L		
qea	Reserved for local use	A	JAC	qea	qea						Reserved for local use	L		
qeb	Reserved for local use	A	JAC	qeb	qeb						Reserved for local use	L		
qec	Reserved for local use	A	JAC	qec	qec						Reserved for local use	L		
qed	Reserved for local use	A	JAC	qed	qed						Reserved for local use	L		
qee	Reserved for local use	A	JAC	qee	qee						Reserved for local use	L		
qef	Reserved for local use	A	JAC	qef	qef						Reserved for local use	L		
qeg	Reserved for local use	A	JAC	qeg	qeg						Reserved for local use	L		
qeh	Reserved for local use	A	JAC	qeh	qeh						Reserved for local use	L		
qei	Reserved for local use	A	JAC	qei	qei						Reserved for local use	L		
qej	Reserved for local use	A	JAC	qej	qej						Reserved for local use	L		
qek	Reserved for local use	A	JAC	qek	qek						Reserved for local use	L		
qel	Reserved for local use	A	JAC	qel	qel						Reserved for local use	L		
qem	Reserved for local use	A	JAC	qem	qem						Reserved for local use	L		
qen	Reserved for local use	A	JAC	qen	qen						Reserved for local use	L		
qeo	Reserved for local use	A	JAC	qeo	qeo						Reserved for local use	L		
qep	Reserved for local use	A	JAC	qep	qep						Reserved for local use	L		
qeq	Reserved for local use	A	JAC	qeq	qeq						Reserved for local use	L		
qer	Reserved for local use	A	JAC	qer	qer						Reserved for local use	L		
qes	Reserved for local use	A	JAC	qes	qes						Reserved for local use	L		
qet	Reserved for local use	A	JAC	qet	qet						Reserved for local use	L		
qeu	Reserved for local use	A	JAC	qeu	qeu						Reserved for local use	L		
qev	Reserved for local use	A	JAC	qev	qev						Reserved for local use	L		
qew	Reserved for local use	A	JAC	qew	qew						Reserved for local use	L		
qex	Reserved for local use	A	JAC	qex	qex						Reserved for local use	L		
qey	Reserved for local use	A	JAC	qey	qey						Reserved for local use	L		
qez	Reserved for local use	A	JAC	qez	qez						Reserved for local use	L		
qfa	Reserved for local use	A	JAC	qfa	qfa						Reserved for local use	L		
qfb	Reserved for local use	A	JAC	qfb	qfb						Reserved for local use	L		
qfc	Reserved for local use	A	JAC	qfc	qfc						Reserved for local use	L		
qfd	Reserved for local use	A	JAC	qfd	qfd						Reserved for local use	L		
qfe	Reserved for local use	A	JAC	qfe	qfe						Reserved for local use	L		
qff	Reserved for local use	A	JAC	qff	qff						Reserved for local use	L		
qfg	Reserved for local use	A	JAC	qfg	qfg						Reserved for local use	L		
qfh	Reserved for local use	A	JAC	qfh	qfh						Reserved for local use	L		
qfi	Reserved for local use	A	JAC	qfi	qfi						Reserved for local use	L		
qfj	Reserved for local use	A	JAC	qfj	qfj						Reserved for local use	L		
qfk	Reserved for local use	A	JAC	qfk	qfk						Reserved for local use	L		
qfl	Reserved for local use	A	JAC	qfl	qfl						Reserved for local use	L		
qfm	Reserved for local use	A	JAC	qfm	qfm						Reserved for local use	L		
qfn	Reserved for local use	A	JAC	qfn	qfn						Reserved for local use	L		
qfo	Reserved for local use	A	JAC	qfo	qfo						Reserved for local use	L		
qfp	Reserved for local use	A	JAC	qfp	qfp						Reserved for local use	L		
qfq	Reserved for local use	A	JAC	qfq	qfq						Reserved for local use	L		
qfr	Reserved for local use	A	JAC	qfr	qfr						Reserved for local use	L		
qfs	Reserved for local use	A	JAC	qfs	qfs						Reserved for local use	L		
qft	Reserved for local use	A	JAC	qft	qft						Reserved for local use	L		
qfu	Reserved for local use	A	JAC	qfu	qfu						Reserved for local use	L		
qfv	Reserved for local use	A	JAC	qfv	qfv						Reserved for local use	L		
qfw	Reserved for local use	A	JAC	qfw	qfw						Reserved for local use	L		
qfx	Reserved for local use	A	JAC	qfx	qfx						Reserved for local use	L		
qfy	Reserved for local use	A	JAC	qfy	qfy						Reserved for local use	L		
qfz	Reserved for local use	A	JAC	qfz	qfz						Reserved for local use	L		
qga	Reserved for local use	A	JAC	qga	qga						Reserved for local use	L		
qgb	Reserved for local use	A	JAC	qgb	qgb						Reserved for local use	L		
qgc	Reserved for local use	A	JAC	qgc	qgc						Reserved for local use	L		
qgd	Reserved for local use	A	JAC	qgd	qgd						Reserved for local use	L		
qge	Reserved for local use	A	JAC	qge	qge						Reserved for local use	L		
qgf	Reserved for local use	A	JAC	qgf	qgf						Reserved for local use	L		
qgg	Reserved for local use	A	JAC	qgg	qgg						Reserved for local use	L		
qgh	Reserved for local use	A	JAC	qgh	qgh						Reserved for local use	L		
qgi	Reserved for local use	A	JAC	qgi	qgi						Reserved for local use	L		
qgj	Reserved for local use	A	JAC	qgj	qgj						Reserved for local use	L		
qgk	Reserved for local use	A	JAC	qgk	qgk						Reserved for local use	L		
qgl	Reserved for local use	A	JAC	qgl	qgl						Reserved for local use	L		
qgm	Reserved for local use	A	JAC	qgm	qgm						Reserved for local use	L		
qgn	Reserved for local use	A	JAC	qgn	qgn						Reserved for local use	L		
qgo	Reserved for local use	A	JAC	qgo	qgo						Reserved for local use	L		
qgp	Reserved for local use	A	JAC	qgp	qgp						Reserved for local use	L		
qgq	Reserved for local use	A	JAC	qgq	qgq						Reserved for local use	L		
qgr	Reserved for local use	A	JAC	qgr	qgr						Reserved for local use	L		
qgs	Reserved for local use	A	JAC	qgs	qgs						Reserved for local use	L		
qgt	Reserved for local use	A	JAC	qgt	qgt						Reserved for local use	L		
qgu	Reserved for local use	A	JAC	qgu	qgu						Reserved for local use	L		
qgv	Reserved for local use	A	JAC	qgv	qgv						Reserved for local use	L		
qgw	Reserved for local use	A	JAC	qgw	qgw						Reserved for local use	L		
qgx	Reserved for local use	A	JAC	qgx	qgx						Reserved for local use	L		
qgy	Reserved for local use	A	JAC	qgy	qgy						Reserved for local use	L		
qgz	Reserved for local use	A	JAC	qgz	qgz						Reserved for local use	L		
qha	Reserved for local use	A	JAC	qha	qha						Reserved for local use	L		
qhb	Reserved for local use	A	JAC	qhb	qhb						Reserved for local use	L		
qhc	Reserved for local use	A	JAC	qhc	qhc						Reserved for local use	L		
qhd	Reserved for local use	A	JAC	qhd	qhd						Reserved for local use	L		
qhe	Reserved for local use	A	JAC	qhe	qhe						Reserved for local use	L		
qhf	Reserved for local use	A	JAC	qhf	qhf						Reserved for local use	L		
qhg	Reserved for local use	A	JAC	qhg	qhg						Reserved for local use	L		
qhh	Reserved for local use	A	JAC	qhh	qhh						Reserved for local use	L		
qhi	Reserved for local use	A	JAC	qhi	qhi						Reserved for local use	L		
qhj	Reserved for local use	A	JAC	qhj	qhj						Reserved for local use	L		
qhk	Reserved for local use	A	JAC	qhk	qhk						Reserved for local use	L		
qhl	Reserved for local use	A	JAC	qhl	qhl						Reserved for local use	L		
qhm	Reserved for local use	A	JAC	qhm	qhm						Reserved for local use	L		
qhn	Reserved for local use	A	JAC	qhn	qhn						Reserved for local use	L		
qho	Reserved for local use	A	JAC	qho	qho						Reserved for local use	L		
qhp	Reserved for local use	A	JAC	qhp	qhp						Reserved for local use	L		
qhq	Reserved for local use	A	JAC	qhq	qhq						Reserved for local use	L		
qhr	Reserved for local use	A	JAC	qhr	qhr						Reserved for local use	L		
qhs	Reserved for local use	A	JAC	qhs	qhs						Reserved for local use	L		
qht	Reserved for local use	A	JAC	qht	qht						Reserved for local use	L		
qhu	Reserved for local use	A	JAC	qhu	qhu						Reserved for local use	L		
qhv	Reserved for local use	A	JAC	qhv	qhv						Reserved for local use	L		
qhw	Reserved for local use	A	JAC	qhw	qhw						Reserved for local use	L		
qhx	Reserved for local use	A	JAC	qhx	qhx						Reserved for local use	L		
qhy	Reserved for local use	A	JAC	qhy	qhy						Reserved for local use	L		
qhz	Reserved for local use	A	JAC	qhz	qhz						Reserved for local use	L		
qia	Reserved for local use	A	JAC	qia	qia						Reserved for local use	L		
qib	Reserved for local use	A	JAC	qib	qib						Reserved for local use	L		
qic	Reserved for local use	A	JAC	qic	qic						Reserved for local use	L		
qid	Reserved for local use	A	JAC	qid	qid						Reserved for local use	L		
qie	Reserved for local use	A	JAC	qie	qie						Reserved for local use	L		
qif	Reserved for local use	A	JAC	qif	qif						Reserved for local use	L		
qig	Reserved for local use	A	JAC	qig	qig						Reserved for local use	L		
qih	Reserved for local use	A	JAC	qih	qih						Reserved for local use	L		
qii	Reserved for local use	A	JAC	qii	qii						Reserved for local use	L		
qij	Reserved for local use	A	JAC	qij	qij						Reserved for local use	L		
qik	Reserved for local use	A	JAC	qik	qik						Reserved for local use	L		
qil	Reserved for local use	A	JAC	qil	qil						Reserved for local use	L		
qim	Reserved for local use	A	JAC	qim	qim						Reserved for local use	L		
qin	Reserved for local use	A	JAC	qin	qin						Reserved for local use	L		
qio	Reserved for local use	A	JAC	qio	qio						Reserved for local use	L		
qip	Reserved for local use	A	JAC	qip	qip						Reserved for local use	L		
qiq	Reserved for local use	A	JAC	qiq	qiq						Reserved for local use	L		
qir	Reserved for local use	A	JAC	qir	qir						Reserved for local use	L		
qis	Reserved for local use	A	JAC	qis	qis						Reserved for local use	L		
qit	Reserved for local use	A	JAC	qit	qit						Reserved for local use	L		
qiu	Reserved for local use	A	JAC	qiu	qiu						Reserved for local use	L		
qiv	Reserved for local use	A	JAC	qiv	qiv						Reserved for local use	L		
qiw	Reserved for local use	A	JAC	qiw	qiw						Reserved for local use	L		
qix	Reserved for local use	A	JAC	qix	qix						Reserved for local use	L		
qiy	Reserved for local use	A	JAC	qiy	qiy						Reserved for local use	L		
qiz	Reserved for local use	A	JAC	qiz	qiz						Reserved for local use	L		
qja	Reserved for local use	A	JAC	qja	qja						Reserved for local use	L		
qjb	Reserved for local use	A	JAC	qjb	qjb						Reserved for local use	L		
qjc	Reserved for local use	A	JAC	qjc	qjc						Reserved for local use	L		
qjd	Reserved for local use	A	JAC	qjd	qjd						Reserved for local use	L		
qje	Reserved for local use	A	JAC	qje	qje						Reserved for local use	L		
qjf	Reserved for local use	A	JAC	qjf	qjf						Reserved for local use	L		
qjg	Reserved for local use	A	JAC	qjg	qjg						Reserved for local use	L		
qjh	Reserved for local use	A	JAC	qjh	qjh						Reserved for local use	L		
qji	Reserved for local use	A	JAC	qji	qji						Reserved for local use	L		
qjj	Reserved for local use	A	JAC	qjj	qjj						Reserved for local use	L		
qjk	Reserved for local use	A	JAC	qjk	qjk						Reserved for local use	L		
qjl	Reserved for local use	A	JAC	qjl	qjl						Reserved for local use	L		
qjm	Reserved for local use	A	JAC	qjm	qjm						Reserved for local use	L		
qjn	Reserved for local use	A	JAC	qjn	qjn						Reserved for local use	L		
qjo	Reserved for local use	A	JAC	qjo	qjo						Reserved for local use	L		
qjp	Reserved for local use	A	JAC	qjp	qjp						Reserved for local use	L		
qjq	Reserved for local use	A	JAC	qjq	qjq						Reserved for local use	L		
qjr	Reserved for local use	A	JAC	qjr	qjr						Reserved for local use	L		
qjs	Reserved for local use	A	JAC	qjs	qjs						Reserved for local use	L		
qjt	Reserved for local use	A	JAC	qjt	qjt						Reserved for local use	L		
qju	Reserved for local use	A	JAC	qju	qju						Reserved for local use	L		
qjv	Reserved for local use	A	JAC	qjv	qjv						Reserved for local use	L		
qjw	Reserved for local use	A	JAC	qjw	qjw						Reserved for local use	L		
qjx	Reserved for local use	A	JAC	qjx	qjx						Reserved for local use	L		
qjy	Reserved for local use	A	JAC	qjy	qjy						Reserved for local use	L		
qjz	Reserved for local use	A	JAC	qjz	qjz						Reserved for local use	L		
qka	Reserved for local use	A	JAC	qka	qka						Reserved for local use	L		
qkb	Reserved for local use	A	JAC	qkb	qkb						Reserved for local use	L		
qkc	Reserved for local use	A	JAC	qkc	qkc						Reserved for local use	L		
qkd	Reserved for local use	A	JAC	qkd	qkd						Reserved for local use	L		
qke	Reserved for local use	A	JAC	qke	qke						Reserved for local use	L		
qkf	Reserved for local use	A	JAC	qkf	qkf						Reserved for local use	L		
qkg	Reserved for local use	A	JAC	qkg	qkg						Reserved for local use	L		
qkh	Reserved for local use	A	JAC	qkh	qkh						Reserved for local use	L		
qki	Reserved for local use	A	JAC	qki	qki						Reserved for local use	L		
qkj	Reserved for local use	A	JAC	qkj	qkj						Reserved for local use	L		
qkk	Reserved for local use	A	JAC	qkk	qkk						Reserved for local use	L		
qkl	Reserved for local use	A	JAC	qkl	qkl						Reserved for local use	L		
qkm	Reserved for local use	A	JAC	qkm	qkm						Reserved for local use	L		
qkn	Reserved for local use	A	JAC	qkn	qkn						Reserved for local use	L		
qko	Reserved for local use	A	JAC	qko	qko						Reserved for local use	L		
qkp	Reserved for local use	A	JAC	qkp	qkp						Reserved for local use	L		
qkq	Reserved for local use	A	JAC	qkq	qkq						Reserved for local use	L		
qkr	Reserved for local use	A	JAC	qkr	qkr						Reserved for local use	L		
qks	Reserved for local use	A	JAC	qks	qks						Reserved for local use	L		
qkt	Reserved for local use	A	JAC	qkt	qkt						Reserved for local use	L		
qku	Reserved for local use	A	JAC	qku	qku						Reserved for local use	L		
qkv	Reserved for local use	A	JAC	qkv	qkv						Reserved for local use	L		
qkw	Reserved for local use	A	JAC	qkw	qkw						Reserved for local use	L		
qkx	Reserved for local use	A	JAC	qkx	qkx						Reserved for local use	L		
qky	Reserved for local use	A	JAC	qky	qky						Reserved for local use	L		
qkz	Reserved for local use	A	JAC	qkz	qkz						Reserved for local use	L		
qla	Reserved for local use	A	JAC	qla	qla						Reserved for local use	L		
qlb	Reserved for local use	A	JAC	qlb	qlb						Reserved for local use	L		
qlc	Reserved for local use	A	JAC	qlc	qlc						Reserved for local use	L		
qld	Reserved for local use	A	JAC	qld	qld						Reserved for local use	L		
qle	Reserved for local use	A	JAC	qle	qle						Reserved for local use	L		
qlf	Reserved for local use	A	JAC	qlf	qlf						Reserved for local use	L		
qlg	Reserved for local use	A	JAC	qlg	qlg						Reserved for local use	L		
qlh	Reserved for local use	A	JAC	qlh	qlh						Reserved for local use	L		
qli	Reserved for local use	A	JAC	qli	qli						Reserved for local use	L		
qlj	Reserved for local use	A	JAC	qlj	qlj						Reserved for local use	L		
qlk	Reserved for local use	A	JAC	qlk	qlk						Reserved for local use	L		
qll	Reserved for local use	A	JAC	qll	qll						Reserved for local use	L		
qlm	Reserved for local use	A	JAC	qlm	qlm						Reserved for local use	L		
qln	Reserved for local use	A	JAC	qln	qln						Reserved for local use	L		
qlo	Reserved for local use	A	JAC	qlo	qlo						Reserved for local use	L		
qlp	Reserved for local use	A	JAC	qlp	qlp						Reserved for local use	L		
qlq	Reserved for local use	A	JAC	qlq	qlq						Reserved for local use	L		
qlr	Reserved for local use	A	JAC	qlr	qlr						Reserved for local use	L		
qls	Reserved for local use	A	JAC	qls	qls						Reserved for local use	L		
qlt	Reserved for local use	A	JAC	qlt	qlt						Reserved for local use	L		
qlu	Reserved for local use	A	JAC	qlu	qlu						Reserved for local use	L		
qlv	Reserved for local use	A	JAC	qlv	qlv						Reserved for local use	L		
qlw	Reserved for local use	A	JAC	qlw	qlw						Reserved for local use	L		
qlx	Reserved for local use	A	JAC	qlx	qlx						Reserved for local use	L		
qly	Reserved for local use	A	JAC	qly	qly						Reserved for local use	L		
qlz	Reserved for local use	A	JAC	qlz	qlz						Reserved for local use	L		
qma	Reserved for local use	A	JAC	qma	qma						Reserved for local use	L		
qmb	Reserved for local use	A	JAC	qmb	qmb						Reserved for local use	L		
qmc	Reserved for local use	A	JAC	qmc	qmc						Reserved for local use	L		
qmd	Reserved for local use	A	JAC	qmd	qmd						Reserved for local use	L		
qme	Reserved for local use	A	JAC	qme	qme						Reserved for local use	L		
qmf	Reserved for local use	A	JAC	qmf	qmf						Reserved for local use	L		
qmg	Reserved for local use	A	JAC	qmg	qmg						Reserved for local use	L		
qmh	Reserved for local use	A	JAC	qmh	qmh						Reserved for local use	L		
qmi	Reserved for local use	A	JAC	qmi	qmi						Reserved for local use	L		
qmj	Reserved for local use	A	JAC	qmj	qmj						Reserved for local use	L		
qmk	Reserved for local use	A	JAC	qmk	qmk						Reserved for local use	L		
qml	Reserved for local use	A	JAC	qml	qml						Reserved for local use	L		
